allow_hard_call	biological_category	biological_description	cell_type_id	cell_type_label	curation_notes	curation_version	disease_context	display_name	display_order	do_not_overinterpret_as	gene_set_description	hard_call_notes	interpretation_caveat	interpretation_status	is_composite_required	is_qc	known_limitations	manual_review_status	marker_panel_context	marker_provenance_summary	n_markers	negative_checks	portal_visibility	provenance_warning_count	qc_sensitivity	quality_badges	recommended_portal_label	recommended_portal_summary	release_class	required_supporting_evidence	score_scope	source_gmt	source_workbook	state_class	state_establishment_level	state_establishment_rationale	state_id	state_label	state_level_citation_ids	tissue_id	tissue_label
false		Heat-shock or immediate-early signatures capture acute stress-response activity that may reflect biology, tissue processing, or dissociation.	ventricular_cardiomyocyte	Ventricular cardiomyocyte	Generic stress/injury response; validate against dissociation and ischemic interval covariates.	2026-05-26		Heat shock injury response			Kuppe et al. 2022 Nature, spatial multi-omic map of human myocardial infarction|medium|portal_flagged|https://www.nature.com/articles/s41586-022-05060-x	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use primarily as a review flag or sensitivity covariate unless supported by disease or experimental context.	continuous_gradient	false	false		reviewed			10		show_default	1	high	Processing-sensitive process;QC sensitive	Heat shock injury response	Heat-shock or immediate-early signatures capture acute stress-response activity that may reflect biology, tissue processing, or dissociation.	portal_flagged		within_tissue_cell_type	dat/heart/heart_cell_state_markers.gmt	dat/heart/heart_cell_state_markers.xlsx	process_gradient	generic_process_marker_panel		heart_ventricular_cardiomyocyte_heat_shock_injury_response	Heat shock injury response	citation_0d2480c8edb8	heart	Heart
false		Oxidative / mitochondrial stress captures antioxidant response, mitochondrial proteostasis, and cellular stress-response activity.	ventricular_cardiomyocyte	Ventricular cardiomyocyte	Mitochondrial and fatty-acid oxidation program; useful but can reflect technical or metabolic state differences.	2026-05-26		Oxidative energy metabolism		a definitive mitochondrial disease state or bad-cell label	Litvinukova et al. 2020 Nature, Cells of the adult human heart|medium|portal_flagged|https://www.nature.com/articles/s41586-020-2797-4	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Distinguish biological oxidative stress from high mitochondrial-read QC artifacts. Use as a stress score, not a discrete state.	continuous_gradient	false	false		reviewed			10		show_default	2	high	Stress process;QC sensitive	Oxidative energy metabolism	A QC-sensitive cellular stress activity score. Interpret with mitochondrial fraction and cell-quality metrics.	portal_flagged	high oxidative-stress activity; not explained by percent mitochondrial or low-complexity QC	within_tissue_cell_type	dat/heart/heart_cell_state_markers.gmt	dat/heart/heart_cell_state_markers.xlsx	process_gradient	generic_process_marker_panel		heart_ventricular_cardiomyocyte_oxidative_energy_metabolism	Oxidative energy metabolism	citation_fda5d383de96	heart	Heart
false		Ventricular contractile identity captures a functional activity program in Ventricular cardiomyocyte.	ventricular_cardiomyocyte	Ventricular cardiomyocyte	Core ventricular cardiomyocyte contractile and calcium-handling markers.	2026-05-26		Ventricular contractile identity			Litvinukova et al. 2020 Nature, Cells of the adult human heart|high|portal_default|https://www.nature.com/articles/s41586-020-2797-4	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	This is usually a functional gradient rather than a discrete state-positive population.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Functional program;Continuous activity score	Ventricular contractile identity	Ventricular contractile identity captures a functional activity program in Ventricular cardiomyocyte.	portal_default		within_tissue_cell_type	dat/heart/heart_cell_state_markers.gmt	dat/heart/heart_cell_state_markers.xlsx	broad_function_gradient	established_functional_state		heart_ventricular_cardiomyocyte_ventricular_contractile_identity	Ventricular contractile identity	citation_fda5d383de96	heart	Heart
false		Agrp npy orexigenic neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_10_mid_2	C1-10 Mid-2	Canonical ARC AgRP/NPY orexigenic neurons, with human HYPOMAP receptor markers.	2026-05-26		Agrp npy orexigenic neuron			https://www.nature.com/articles/s41586-024-08504-8; https://pmc.ncbi.nlm.nih.gov/articles/PMC9584816/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Agrp npy orexigenic neuron	Agrp npy orexigenic neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_10_mid_2_agrp_npy_orexigenic_neuron	Agrp npy orexigenic neuron	citation_06bfb5979b2c;citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Histaminergic tuberomammillary neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_10_mid_2	C1-10 Mid-2	Histaminergic/tuberomammillary-like hypothalamic neuron panel.	2026-05-26		Histaminergic tuberomammillary neuron			https://www.nature.com/articles/s41586-024-08504-8; https://www.nature.com/articles/s41586-023-06812-z	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Histaminergic tuberomammillary neuron	Histaminergic tuberomammillary neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_10_mid_2_histaminergic_tuberomammillary_neuron	Histaminergic tuberomammillary neuron	citation_1c829403f33f;citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Kiss1 ghrh reproductive growth neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_10_mid_2	C1-10 Mid-2	ARC KISS1/GHRH reproductive and growth-associated neuron panel.	2026-05-26		Kiss1 ghrh reproductive growth neuron			https://www.nature.com/articles/s41586-024-08504-8; https://pmc.ncbi.nlm.nih.gov/articles/PMC9584816/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Kiss1 ghrh reproductive growth neuron	Kiss1 ghrh reproductive growth neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_10_mid_2_kiss1_ghrh_reproductive_growth_neuron	Kiss1 ghrh reproductive growth neuron	citation_06bfb5979b2c;citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Lateral hypothalamic mch orexin neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_10_mid_2	C1-10 Mid-2	MCH/orexin lateral hypothalamic neuropeptide panel; validate at finer subcluster level.	2026-05-26		Lateral hypothalamic mch orexin neuron			https://www.nature.com/articles/s41586-024-08504-8; https://www.nature.com/articles/s41586-023-06812-z	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Lateral hypothalamic mch orexin neuron	Lateral hypothalamic mch orexin neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_10_mid_2_lateral_hypothalamic_mch_orexin_neuron	Lateral hypothalamic mch orexin neuron	citation_1c829403f33f;citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Pomc melanocortin neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_10_mid_2	C1-10 Mid-2	ARC POMC melanocortin neurons; HYPOMAP reports human POMC subclusters including PRDM12, CALCR and ANKRD30A branches.	2026-05-26		Pomc melanocortin neuron			https://www.nature.com/articles/s41586-024-08504-8; https://pmc.ncbi.nlm.nih.gov/articles/PMC9584816/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Pomc melanocortin neuron	Pomc melanocortin neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_10_mid_2_pomc_melanocortin_neuron	Pomc melanocortin neuron	citation_06bfb5979b2c;citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Vmh sf1 fezf1 neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_10_mid_2	C1-10 Mid-2	VMH/SF1/FEZF1-associated neuronal program; useful for metabolic and autonomic circuits.	2026-05-26		Vmh sf1 fezf1 neuron			https://www.nature.com/articles/s41586-024-08504-8; https://www.nature.com/articles/s41586-023-06812-z	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Vmh sf1 fezf1 neuron	Vmh sf1 fezf1 neuron is a curated marker panel for C1-10 Mid-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_10_mid_2_vmh_sf1_fezf1_neuron	Vmh sf1 fezf1 neuron	citation_1c829403f33f;citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Post2 glutamatergic neuron is a curated marker panel for C1-11 Post-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_11_post_2	C1-11 Post-2	Post-2 glutamatergic neuronal identity and HYPOMAP marker panel.	2026-05-26		Post2 glutamatergic neuron			https://www.nature.com/articles/s41586-024-08504-8; https://www.nature.com/articles/s41586-023-06812-z	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Post2 glutamatergic neuron	Post2 glutamatergic neuron is a curated marker panel for C1-11 Post-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_11_post_2_post2_glutamatergic_neuron	Post2 glutamatergic neuron	citation_1c829403f33f;citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Post2 sim1 myo5b neuron is a curated marker panel for C1-11 Post-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_11_post_2	C1-11 Post-2	Post-2 SIM1/MYO5B-associated regional neuronal program; validate against C2/C3 composition.	2026-05-26		Post2 sim1 myo5b neuron			https://www.nature.com/articles/s41586-024-08504-8	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Post2 sim1 myo5b neuron	Post2 sim1 myo5b neuron is a curated marker panel for C1-11 Post-2 in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_11_post_2_post2_sim1_myo5b_neuron	Post2 sim1 myo5b neuron	citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Blood brain barrier endothelial is a curated marker panel for C1-12 Vascular in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_12_vascular	C1-12 Vascular	CNS endothelial and BBB marker panel.	2026-05-26		Blood brain barrier endothelial			https://www.nature.com/articles/s41586-024-07493-y; https://www.nature.com/articles/s41586-024-08504-8	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Blood brain barrier endothelial	Blood brain barrier endothelial is a curated marker panel for C1-12 Vascular in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_12_vascular_blood_brain_barrier_endothelial	Blood brain barrier endothelial	citation_3219c90237e9;citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Fenestrated or activated endothelial is a curated marker panel for C1-12 Vascular in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_12_vascular	C1-12 Vascular	Fenestrated, angiogenic or activated endothelial program; may reflect median eminence vasculature or pathology/handling.	2026-05-26		Fenestrated or activated endothelial			https://www.nature.com/articles/s41586-024-07493-y	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Fenestrated or activated endothelial	Fenestrated or activated endothelial is a curated marker panel for C1-12 Vascular in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_flagged		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_12_vascular_fenestrated_or_activated_endothelial	Fenestrated or activated endothelial	citation_3219c90237e9	hypothalamus	Hypothalamus
false		Pericyte mural is a curated marker panel for C1-12 Vascular in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_12_vascular	C1-12 Vascular	Pericyte or vascular smooth muscle/mural identity markers.	2026-05-26		Pericyte mural			https://www.nature.com/articles/s41586-024-07493-y; https://pubmed.ncbi.nlm.nih.gov/36300619/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Pericyte mural	Pericyte mural is a curated marker panel for C1-12 Vascular in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_12_vascular_pericyte_mural	Pericyte mural	citation_3219c90237e9;citation_a15f2645f79f	hypothalamus	Hypothalamus
false		Vascular fibroblast ecm is a curated marker panel for C1-12 Vascular in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_12_vascular	C1-12 Vascular	Perivascular fibroblast or ECM-rich stromal markers within vascular compartment.	2026-05-26		Vascular fibroblast ecm			https://www.nature.com/articles/s41586-024-07493-y; https://pubmed.ncbi.nlm.nih.gov/36300619/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Vascular fibroblast ecm	Vascular fibroblast ecm is a curated marker panel for C1-12 Vascular in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_12_vascular_vascular_fibroblast_ecm	Vascular fibroblast ecm	citation_3219c90237e9;citation_a15f2645f79f	hypothalamus	Hypothalamus
false		Activated lipid associated microglia captures lipid-handling or phagocytic activity often associated with tissue remodeling or disease.	c1_13_immune	C1-13 Immune	Activated or disease-associated/lipid-associated microglial program; interpret with age, disease and dissociation QC.	2026-05-26		Activated lipid associated microglia			https://www.proteinatlas.org/humanproteome/single%2Bcell/single%2Bnuclei%2Bbrain/glial%2Bcells; https://pubmed.ncbi.nlm.nih.gov/36300619/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Interpret with tissue context and parent-cell identity; related genes can also reflect ambient lipid-rich tissue signal.	continuous_gradient	false	false		reviewed			10		show_default	1	moderate	Disease-associated macrophage/stress program;Context dependent	Activated lipid associated microglia	Activated lipid associated microglia captures lipid-handling or phagocytic activity often associated with tissue remodeling or disease.	portal_flagged		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	process_gradient	disease_associated_established		hypothalamus_c1_13_immune_activated_lipid_associated_microglia	Activated lipid associated microglia	citation_550da8a0f91a;citation_a15f2645f79f	hypothalamus	Hypothalamus
false		Border associated macrophage is a curated marker panel for C1-13 Immune in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_13_immune	C1-13 Immune	Border/perivascular macrophage-like panel.	2026-05-26		Border associated macrophage			https://www.proteinatlas.org/humanproteome/single%2Bcell/single%2Bnuclei%2Bbrain/glial%2Bcells; https://pubmed.ncbi.nlm.nih.gov/36300619/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Border associated macrophage	Border associated macrophage is a curated marker panel for C1-13 Immune in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_13_immune_border_associated_macrophage	Border associated macrophage	citation_550da8a0f91a;citation_a15f2645f79f	hypothalamus	Hypothalamus
false		Homeostatic microglia is a curated marker panel for C1-13 Immune in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_13_immune	C1-13 Immune	Homeostatic microglial identity markers.	2026-05-26		Homeostatic microglia			https://www.proteinatlas.org/humanproteome/single%2Bcell/single%2Bnuclei%2Bbrain/glial%2Bcells; https://pubmed.ncbi.nlm.nih.gov/36300619/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Homeostatic microglia	Homeostatic microglia is a curated marker panel for C1-13 Immune in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_13_immune_homeostatic_microglia	Homeostatic microglia	citation_550da8a0f91a;citation_a15f2645f79f	hypothalamus	Hypothalamus
false		Inflammatory monocyte macrophage represents inflammatory activation in C1-13 Immune.	c1_13_immune	C1-13 Immune	Inflammatory monocyte/macrophage panel; may reflect blood contamination, inflammation or dissociation.	2026-05-26		Inflammatory monocyte macrophage			https://pubmed.ncbi.nlm.nih.gov/36300619/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Interpret as a process score; consider disease, dissociation, immune contamination, and batch context.	continuous_gradient	false	false		reviewed			10		show_default	1	moderate	Inflammatory process;Context dependent	Inflammatory monocyte macrophage	Inflammatory monocyte macrophage represents inflammatory activation in C1-13 Immune.	portal_flagged		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	process_gradient	well_established_process		hypothalamus_c1_13_immune_inflammatory_monocyte_macrophage	Inflammatory monocyte macrophage	citation_a15f2645f79f	hypothalamus	Hypothalamus
false		T cell cytotoxic is a curated marker panel for C1-13 Immune in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_13_immune	C1-13 Immune	T/NK-like immune subpanel inside HYPOMAP immune cluster.	2026-05-26		T cell cytotoxic			https://pubmed.ncbi.nlm.nih.gov/36300619/; https://www.nature.com/articles/s41586-024-08504-8	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	T cell cytotoxic	T cell cytotoxic is a curated marker panel for C1-13 Immune in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_13_immune_t_cell_cytotoxic	T cell cytotoxic	citation_5c3fb71945a6;citation_a15f2645f79f	hypothalamus	Hypothalamus
false		Astrocyte endfoot neurotransmitter homeostasis is a curated marker panel for C1-1 Astrocytes in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_1_astrocytes	C1-1 Astrocytes	Astrocyte water, potassium, glutamate, GABA and metabolic support markers.	2026-05-26		Astrocyte endfoot neurotransmitter homeostasis			https://www.proteinatlas.org/humanproteome/single%2Bcell/single%2Bnuclei%2Bbrain/glial%2Bcells; https://www.nature.com/articles/s41586-024-08504-8	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Astrocyte endfoot neurotransmitter homeostasis	Astrocyte endfoot neurotransmitter homeostasis is a curated marker panel for C1-1 Astrocytes in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_1_astrocytes_astrocyte_endfoot_neurotransmitter_homeostasis	Astrocyte endfoot neurotransmitter homeostasis	citation_550da8a0f91a;citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Homeostatic astrocyte identity represents a curated identity or subtype marker program within C1-1 Astrocytes.	c1_1_astrocytes	C1-1 Astrocytes	Conservative astrocyte identity and homeostasis markers; use as identity or state-high axis.	2026-05-26		Homeostatic astrocyte identity			https://www.proteinatlas.org/humanproteome/single%2Bcell/single%2Bnuclei%2Bbrain/glial%2Bcells; https://www.nature.com/articles/s41586-024-08504-8	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	Homeostatic astrocyte identity	Homeostatic astrocyte identity represents a curated identity or subtype marker program within C1-1 Astrocytes.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		hypothalamus_c1_1_astrocytes_homeostatic_astrocyte_identity	Homeostatic astrocyte identity	citation_550da8a0f91a;citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Reactive astrocyte is a curated marker panel for C1-1 Astrocytes in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_1_astrocytes	C1-1 Astrocytes	Generic reactive/inflammatory astrocyte panel; interpret with tissue handling and disease context.	2026-05-26		Reactive astrocyte			https://www.proteinatlas.org/humanproteome/single%2Bcell/single%2Bnuclei%2Bbrain/glial%2Bcells; https://pubmed.ncbi.nlm.nih.gov/36300619/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Reactive astrocyte	Reactive astrocyte is a curated marker panel for C1-1 Astrocytes in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_flagged		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_1_astrocytes_reactive_astrocyte	Reactive astrocyte	citation_550da8a0f91a;citation_a15f2645f79f	hypothalamus	Hypothalamus
false		Choroid plexus csf secretory qc captures a functional activity program in C1-2 Ependymal.	c1_2_ependymal	C1-2 Ependymal	CSF secretory or choroid-plexus-like markers; included as QC/off-target check, not primary hypothalamus state.	2026-05-26		Choroid plexus csf secretory qc			https://www.nature.com/articles/s41586-024-08504-8; https://pubmed.ncbi.nlm.nih.gov/36300619/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	This is usually a functional gradient rather than a discrete state-positive population.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Functional program;Continuous activity score	Choroid plexus csf secretory qc	Choroid plexus csf secretory qc captures a functional activity program in C1-2 Ependymal.	qc_only		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	broad_function_gradient	established_functional_state		hypothalamus_c1_2_ependymal_choroid_plexus_csf_secretory_qc	Choroid plexus csf secretory qc	citation_5c3fb71945a6;citation_a15f2645f79f	hypothalamus	Hypothalamus
false		Ciliated ependymal identity represents a curated identity or subtype marker program within C1-2 Ependymal.	c1_2_ependymal	C1-2 Ependymal	Ciliated ependymal identity markers; useful to separate ependymal cells from tanycyte-like cells.	2026-05-26		Ciliated ependymal identity			https://www.nature.com/articles/s41586-024-08504-8; https://pmc.ncbi.nlm.nih.gov/articles/PMC5782816/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Use as an identity or subtype activity gradient within the selected parent cell type, not as a mutually exclusive cell-state probability.	continuous_gradient	false	false		reviewed			10		show_default	1	none	Established identity marker panel;Continuous activity score	Ciliated ependymal identity	Ciliated ependymal identity represents a curated identity or subtype marker program within C1-2 Ependymal.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	broad_identity_gradient	canonical_identity		hypothalamus_c1_2_ependymal_ciliated_ependymal_identity	Ciliated ependymal identity	citation_3b0880233fe4;citation_5c3fb71945a6	hypothalamus	Hypothalamus
false		Tanycyte like ependymal is a curated marker panel for C1-2 Ependymal in Hypothalamus. The biological interpretation needs review or more specific annotation.	c1_2_ependymal	C1-2 Ependymal	Hypothalamic tanycyte-like ependymoglial state; adult human specificity should be validated in map.	2026-05-26		Tanycyte like ependymal			https://www.nature.com/articles/s41598-024-66044-7; https://pmc.ncbi.nlm.nih.gov/articles/PMC5782816/; https://pmc.ncbi.nlm.nih.gov/articles/PMC9584816/	Use continuous activity scores by default. Hard calls require separate score-distribution validation.	Treat as a curated exploratory marker panel until the state class and establishment level are manually reviewed.	needs_review	false	false		reviewed			10		show_with_caution	1	none	Needs metadata review	Tanycyte like ependymal	Tanycyte like ependymal is a curated marker panel for C1-2 Ependymal in Hypothalamus. The biological interpretation needs review or more specific annotation.	portal_default		within_tissue_cell_type	dat/hypothalamus/hypothalamus_cell_state_markers.gmt	dat/hypothalamus/hypothalamus_cell_state_markers.xlsx	unknown	needs_review		hypothalamus_c1_2_ependymal_tanycyte_like_ependymal	Tanycyte like ependymal	citation_06bfb5979b2c;citation_3b0880233fe4;citation_a1c6cbb6bced	hypothalamus	Hypothalamus
